TITLE = "viz/sunshade_position_ends"
VARIABLES = "X", "Y", "Z"
ZONE I=1, J=2, K=1, DATAPACKING=POINT
2890.8096832511847 5694.9627005727 -2553.37809523691
3832.237843764879 6936.308442414421 -1319.5438618068633
